# Entities with family relationships but no external identifiers
qid,english_label,english_description,fathers,mothers,children,spouses,has_p39_no_identifiers,has_p39_no_relatives
Q66188,,,Q67247;Q67253,,Q65282,Q97532,No,No
Q66191,,,,,Q65282,Q97532,No,No
Q66194,,,Q67256,,Q65282,Q97532,No,No
Q66197,,,Q65067,Q66227,,,No,No
Q66200,,,Q67259,,Q65282,Q97532,No,No
Q66203,,,Q67100;Q97618;Q67103,Q66122,Q65285,Q97534,No,No
Q66206,,,Q67262;Q67265,,Q65288,,No,No
Q66209,,,Q67268,,Q65297,,No,No
Q66212,,,,,Q65300,,No,No
Q66215,,,Q67271;Q67274;Q67277;Q67280;Q67286,,Q65303,,No,No
Q66218,,,,,Q65309,,No,No
Q66221,,,,,Q65309,,No,No
Q66224,,,Q67292,Q67289,Q65312,Q65306,No,No
Q66227,,,Q65067,Q66197,,,No,No
Q66230,,,Q67295,,Q65315,,No,No
Q66233,,,Q66236,Q65321,,,No,No
Q66236,,,Q66242;Q66245;Q66248;Q66251;Q66254;Q66257;Q66263,Q65330,Q65321,Q66233,No,No
Q66239,,,Q67298,,Q65327,,No,No
Q66242,,,,,Q65330,Q66236,No,No
Q66245,,,Q67301;Q67304;Q66497;Q67310;Q67313;Q67319,Q66886;Q67307;Q66566,Q65330,Q66236,No,No
Q66248,,,,,Q65330,Q66236,No,No
Q66251,,,,,Q65330,Q66236,No,No
Q66254,,,,,Q65330,Q66236,No,No
Q66257,,,,,Q65330,Q66236,No,No
Q66260,,,Q65096,Q66293,Q67765,Q67798,No,No
Q66263,,,Q67322,,Q65330,Q66236,No,No
Q66266,,,,,Q65330,,No,No
Q66269,,,Q67325,,Q65333,,No,No
Q66272,,,Q67328,,Q65336,,No,No
Q66275,,,,,Q65339,,No,No
Q66277,,,Q1657;Q1658,,Q66154,,No,No
Q66278,,,Q67331,,Q65339,,No,No
Q66281,,,Q67334;Q67337;Q67340;Q67343,Q67202,Q65339,,No,No
Q66284,,,Q67346;Q67352;Q67355,,Q65342,,No,No
Q66287,,,Q67358;Q67361,,Q65345,,No,No
Q66290,,,Q67364;Q67367,,Q65348,,No,No
Q66293,,,Q65096,Q66260,,,No,No
Q66296,,,Q67370,,Q65351,,No,No
Q66299,,,Q67373,,Q65354,,No,No
Q66302,,,Q67376;Q67379;Q67385;Q67388,,Q65354,,No,No
Q66305,,,,,Q65366,,No,No
Q66308,,,Q67391,,Q65375,,No,No
Q66311,,,Q67394,,Q65378,,No,No
Q66314,,,Q67397;Q67400,,Q65378,,No,No
Q66317,,,Q67403,,Q65381,,No,No
Q66320,,,,,Q65393,,No,No
Q66323,,,Q67406,,Q65396,,No,No
Q66326,,,Q65159,Q66357,,,No,No
Q66329,,,,,Q65402,,No,No
Q66332,,,Q67409,,Q65414,,No,No
Q66335,,,Q67412,,Q65414,,No,No
Q66338,,,Q67418,,Q65414,,No,No
Q66341,,,Q67421,,Q65426,,No,No
Q66344,,,,,Q65426,,No,No
Q66347,,,,,Q65426,,No,No
Q66350,,,Q67424,,Q65429,,No,No
Q66351,,,Q67427,,Q65444,,No,No
Q66354,,,Q67430,,Q65447,,No,No
Q66357,,,Q65159,Q66326,,,No,No
Q66360,,,Q66363;Q66366;Q87936;Q67433;Q67436;Q67439;Q67445;Q67448;Q67451;Q67454;Q67457;Q67459;Q67462;Q67465;Q67468;Q67471;Q67477;Q67480;Q67483;Q67486;Q67489;Q67492;Q67495;Q67498;Q67501;Q67504;Q67510;Q67513;Q67516;Q67519;Q67522;Q67525,Q65450;Q87900;Q66485;Q66566,Q65873,Q65969,No,No
Q66363,,,,,Q66360;Q90781,Q65450;Q94016,No,No
Q66366,,,,,Q66360,Q65450,No,No
Q66370,,,Q67528,,Q65459,,No,No
Q66371,,,,,Q59605,,No,No
Q66373,,,Q67531,,Q65462,,No,No
Q66376,,,Q67534,,Q65465,,No,No
Q66379,,,Q67537,,Q65549,,No,No
Q66382,,,Q65555;Q66388;Q66397,Q66385;Q66394,,,No,No
Q66385,,,Q65555;Q66388;Q67543;Q67546,Q66382,Q67549;Q67552,Q67555,No,No
Q66388,,,Q67558,,Q66385,Q66382,No,No
Q66391,,,Q77005,,Q77467,Q67831,No,No
Q66394,,,Q65555;Q66397,Q66382,Q67561,,No,No
Q66397,,,Q67564,,Q66394,Q66382,No,No
Q66400,,,Q65558,Q66403,Q67567,Q67570,No,No
Q66403,,,Q65558,Q66400,,,No,No
Q66404,,,Q66436;Q66469,,Q59605,,No,No
Q66406,,,Q67576,,Q65600,,No,No
Q66409,,,,,Q65603,,No,No
Q66412,,,,,Q65603,,No,No
Q66415,,,Q67579,,Q65633,,No,No
Q66418,,,Q62968;Q66421;Q66428;Q96244;Q62971;Q96906,Q65636;Q96904,,,No,No
Q66421,,,Q67582,,Q65636,Q66418,No,No
Q66425,,,Q65192,Q66455,Q67863,Q67897,No,No
Q66428,,,Q67585;Q67588,,Q65636,Q66418,No,No
Q66431,,,Q67591,,Q65639,,No,No
Q66434,,,Q67594,,Q65642,,No,No
Q66436,,,Q66568;Q66601,,Q66404,,No,No
Q66437,,,Q67597,,Q65645,,No,No
Q66440,,,Q67606,,Q65654,,No,No
Q66443,,,Q67609,,Q65657,,No,No
Q66446,,,Q67612;Q67615,,Q65660,,No,No
Q66449,,,Q67618,,Q65663,,No,No
Q66452,,,Q67621,,Q65666,,No,No
Q66455,,,Q65192,Q66425,Q67929,,No,No
Q66458,,,Q67624,,Q65675,,No,No
Q66461,,,Q65678;Q98800,,Q67627,,No,No
Q66464,,,,,Q65687,,No,No
Q66467,,,,,Q65690,,No,No
Q66469,,,Q66502;Q66535,,Q66404,,No,No
Q66470,,,,,Q65693,,No,No
Q66473,,,Q67642;Q94025;Q107554;Q107556,Q66662;Q107552,Q65705;Q93937,Q66122,No,No
Q66476,,,Q67648;Q95207;Q107562,Q66763;Q67645;Q94834;Q107558;Q107560,Q65705;Q93937,Q66122,No,No
Q66479,,,,Q66739;Q67645;Q94834;Q107558;Q107564,Q65705;Q93937,Q66122,No,No
Q66482,,,,,Q65705,Q66122,No,No
Q66485,,,Q67462;Q67465;Q67468;Q67471;Q67477;Q67480;Q67483,Q66360,Q65705,Q66122,No,No
Q66488,,,Q65258,,Q67573,Q67603,No,No
Q66491,,,,,Q65705;Q93937,Q66122,No,No
Q66494,,,Q67654;Q67657;Q67660,Q66748;Q67651;Q66518;Q66545,Q65705,Q66122,No,No
Q66497,,,Q66500,Q65705;Q66889,Q66245,Q67307,No,No
Q66500,,,Q67663,,Q65705,Q66497,No,No
Q66502,,,,,Q66469,,No,No
Q66503,,,,Q65705,Q67334,Q93974,No,No
Q66506,,,Q67672;Q67675;Q67678;Q67681;Q67684,Q65705;Q66829,,Q65897,No,No
Q66509,,,Q67687,Q65705;Q66841,Q66527,Q66659,No,No
Q66512,,,,Q65705,,Q67711,No,No
Q66515,,,,,Q65705;Q93937,Q107381,No,No
Q66518,,,Q67723;Q67726;Q67729;Q67735;Q67738;Q67741;Q67744;Q67747;Q67750;Q67753,Q65705;Q66494;Q66994;Q66988,,Q65900,No,No
Q66521,,,Q65291,,Q67962,,No,No
Q66524,,,,,,Q65708,No,No
Q66527,,,Q66509;Q67690;Q67693;Q67696;Q67702;Q67705;Q67708;Q67756;Q67759;Q67762;Q67768;Q67771;Q67774;Q67777;Q67780;Q67783;Q67786;Q67789;Q67792,Q66659;Q66673,Q65831,Q65708,No,No
Q66530,,,Q66739;Q66742;Q66745;Q66748;Q66754;Q66757;Q66760;Q66763;Q94461;Q94463;Q94465,Q65867;Q94227,Q65831;Q95706,Q65708,No,No
Q66533,,,Q66536,Q65708;Q94405,Q65831;Q95706,Q65708,No,No
Q66535,,,,,Q66469,,No,No
Q66536,,,,,Q66533,Q65708;Q94405,No,No
Q66539,,,Q67795;Q67801;Q67804;Q67807;Q67810;Q67813;Q67816;Q67819;Q67822;Q67825;Q67828;Q67834;Q67837;Q67840;Q67843;Q67846;Q67849;Q67852;Q67855;Q67858;Q67860;Q67866;Q67869,Q67301;Q67651;Q67872,Q66119,Q65708,No,No
Q66542,,,,,Q66119,Q65708,No,No
Q66545,,,,Q66494,Q66119,Q65708,No,No
Q66548,,,,,Q66119,Q65708,No,No
Q66551,,,,,Q65726,,No,No
Q66554,,,Q65324,,Q67995,,No,No
Q66557,,,,,Q65729,,No,No
Q66560,,,Q67876,Q66727,Q65729;Q94411,,No,No
Q66563,,,,Q65732,,Q67711,No,No
Q66566,,,Q66569;Q66572;Q66575;Q67313;Q67486;Q67489;Q67492;Q67885,Q65732;Q66245;Q66360;Q66877;Q66775;Q66874,Q67888,Q67711,No,No
Q66568,,,Q66634;Q66667,,Q66436,,No,No
Q66569,,,,,Q65732,Q66566,No,No
Q66572,,,,,Q65732,Q66566,No,No
Q66575,,,,,Q65732,Q66566,No,No
Q66578,,,,,Q65732,,No,No
Q66581,,,,,Q65732,,No,No
Q66584,,,,,Q65732,,No,No
Q66587,,,Q65423,Q66620,Q68025,,No,No
Q66590,,,,,Q65732;Q94413,Q94749,No,No
Q66593,,,,,Q65732,,No,No
Q66596,,,,,Q65735,,No,No
Q66599,,,,,Q65735,,No,No
Q66601,,,,,Q66436,,No,No
Q66602,,,Q67894,,Q65741,,No,No
Q66605,,,,,Q65741,,No,No
Q66608,,,,,Q65741,,No,No
Q66611,,,,,Q65741,,No,No
Q66614,,,,,Q65741,,No,No
Q66617,,,,,Q65741,,No,No
Q66620,,,Q65423,Q66587,,,No,No
Q66623,,,,,Q65741,,No,No
Q66626,,,,,Q65741,,No,No
Q66629,,,Q65784,,,,No,No
Q66632,,,,,Q65787,Q97614,No,No
Q66634,,,,,Q66568,,No,No
Q66635,,,,,Q65787,,No,No
Q66638,,,Q65864,,Q65793,,No,No
Q66641,,,,,Q65796,,No,No
Q66644,,,Q67903,Q96934,Q65799,,No,No
Q66647,,,Q67906;Q94363,Q96930,Q65808,Q96274,No,No
Q66650,,,Q67909,,Q65808,Q96274,No,No
Q66653,,,Q65456;Q67184,Q66685;Q68845,Q68091,Q68058,No,No
Q66656,,,Q67645;Q94834;Q67912,Q66796,Q65808,Q96274,No,No
Q66659,,,Q66509;Q67690;Q67693;Q67696;Q67702;Q67705;Q67708;Q94852;Q96932,Q66527;Q96284,Q65808,Q96274,No,No
Q66662,,,Q67642;Q94025;Q67915,Q66473;Q96936,Q65817,Q66128;Q96276,No,No
Q66665,,,Q67918,Q94862,Q65820;Q95700,,No,No
Q66667,,,,,Q66568,,No,No
Q66668,,,Q67921;Q67924;Q67926,Q67645,Q65820,,No,No
Q66670,,,Q67932;Q67935;Q67938;Q67941;Q67944;Q67947;Q67950;Q94207,Q66772;Q94034,Q65820;Q95700,Q96278,No,No
Q66673,,,Q67220;Q67223;Q67226;Q67759;Q67756;Q67768;Q67771;Q67774;Q67777;Q96938,Q66182;Q66527;Q96284,Q65823,Q96280,No,No
Q66676,,,Q67953,Q96940,Q65823,Q96280,No,No
Q66679,,,Q67956,Q96942,Q65823,Q96280,No,No
Q66682,,,Q67959,,Q65825,Q65876;Q94223,No,No
Q66685,,,Q65456,Q66653,Q68124;Q77527,,No,No
Q66688,,,,,Q65825,Q65876;Q94223,No,No
Q66691,,,,,Q65825,Q65876;Q94223,No,No
Q66694,,,Q67965,Q96944,Q65828,Q96282,No,No
Q66697,,,,Q67112,Q65858,,No,No
Q66700,,,Q67968,,Q65858,,No,No
Q66701,,,,,Q59638,,No,No
Q66703,,,Q66889;Q67971;Q67974;Q67977;Q67980,,Q65858,,No,No
Q66706,,,Q67983;Q67986;Q67989;Q67992;Q67998,Q66748;Q95105;Q94461,Q65861;Q94403,Q94709,No,No
Q66709,,,Q68001;Q68004;Q68007;Q68010,Q95109,Q65861;Q94403,Q94719,No,No
Q66712,,,,,Q65861;Q94403,Q94709,No,No
Q66715,,,,,Q65861;Q65999;Q94403,Q95195,No,No
Q66718,,,Q65489,Q66751,,,No,No
Q66721,,,,,Q65861,,No,No
Q66724,,,Q68013;Q95107,,Q65861;Q94403,Q94709,No,No
Q66727,,,Q67876;Q68016;Q68019;Q68022;Q68028,Q66560;Q66787;Q94040,Q65861;Q94403,Q94709,No,No
Q66730,,,,,Q65861,,No,No
Q66733,,,,,Q65861,,No,No
Q66734,,,Q66767;Q66800,,Q59638,,No,No
Q66736,,,,,Q65861,,No,No
Q66739,,,Q68031;Q68034;Q68037;Q68040;Q68043;Q68046;Q68049;Q68052;Q68055;Q68061;Q68064;Q68067;Q68070;Q68073;Q68076,Q66479,Q65867;Q94227,Q66530,No,No
Q66742,,,,,Q65867;Q94227,Q66530,No,No
Q66745,,,,,Q65867;Q94227,Q66530,No,No
Q66748,,,Q67983;Q67986;Q67989,Q66494;Q66706,Q65867,Q66530,No,No
Q66751,,,Q65489,Q66718,Q68190,Q68157,No,No
Q66754,,,,,Q65867;Q94227,Q66530,No,No
Q66757,,,,,Q65867,Q66530,No,No
Q66760,,,,,Q65867,Q66530,No,No
Q66763,,,,Q66476,Q65867;Q94227,Q66530,No,No
Q66766,,,,,Q65867;Q94227,Q94467,No,No
Q66767,,,,,Q66734,,No,No
Q66769,,,,,Q65873,Q65969,No,No
Q66772,,,Q67932;Q67935;Q67938;Q67941;Q67944;Q67947;Q67950;Q68079;Q68082;Q68085;Q68088;Q68094;Q68097,Q66670;Q67241,Q65873,Q65969,No,No
Q66775,,,Q67885,Q66566,Q65873,Q65969,No,No
Q66778,,,,,Q65873;Q94028,Q65969;Q94030,No,No
Q66781,,,Q68100;Q68103;Q68106;Q68109;Q68112,,Q65873,Q65969,No,No
Q66784,,,Q65489,Q66817,Q68223;Q68283,Q68256,No,No
Q66787,,,Q68016;Q68019;Q68022;Q68028,Q66727,Q65873,Q65969,No,No
Q66790,,,,,Q65873,Q65969,No,No
Q66793,,,,,Q65873;Q94028,Q94217,No,No
Q66796,,,Q67645;Q94834;Q67912;Q67651;Q68115;Q68118;Q68121;Q94836;Q68127,Q66656;Q67965,Q94447,Q65876;Q94223,No,No
Q66799,,,,,Q65882;Q94225,Q94449,No,No
Q66800,,,Q66830;Q66863,,Q66734,,No,No
Q66802,,,,,Q65882;Q94225,Q94449,No,No
Q66805,,,,,Q65882;Q94225,Q94449,No,No
Q66808,,,,,Q65882;Q94225,Q94449,No,No
Q66811,,,,,Q65882,,No,No
Q66814,,,Q68130,,Q65882,,No,No
Q66817,,,Q65489,Q66784,Q68317,Q68335,No,No
Q66820,,,,,Q65882,,No,No
Q66823,,,,,,Q65885,No,No
Q66826,,,,,Q94469,Q65885;Q94229,No,No
Q66829,,,Q67672;Q67675;Q67678;Q67681;Q67684,Q66506;Q94475,Q94491,Q65888;Q94237,No,No
Q66830,,,,,Q66800,,No,No
Q66832,,,,,Q94491,Q65888;Q94237,No,No
Q66835,,,Q68133,Q67334;Q67310,,Q65897,No,No
Q66838,,,Q68136,Q94848;Q94850,Q94483,Q65900;Q94235,No,No
Q66841,,,Q67687,Q66509,,Q65900,No,No
Q66844,,,Q68139;Q68142,Q94856;Q67292,Q94483,Q65900;Q94235,No,No
Q66847,,,Q68145;Q68148;Q94860,Q67786;Q94858,Q94483,Q65900;Q94235,No,No
Q66850,,,Q65519,Q66883,,,No,No
Q66853,,,,Q94862,Q94483,Q65900;Q94235,No,No
Q66856,,,Q66859;Q66862;Q66865;Q66868;Q66871;Q68151;Q68154;Q68160;Q68163;Q68166,Q65903,,Q67711,No,No
Q66859,,,Q68169,,Q65903,Q66856,No,No
Q66862,,,Q68172,,Q65903,Q66856,No,No
Q66863,,,Q66893;Q66926,,Q66800,,No,No
Q66865,,,,,Q65903,Q66856,No,No
Q66868,,,,,Q65903,Q66856,No,No
Q66871,,,,,Q65903,Q66856,No,No
Q66874,,,Q67486;Q67492;Q68175;Q68178;Q68181;Q68184;Q68187;Q68193;Q68196;Q68199;Q68202;Q68205;Q68208;Q68211;Q68217;Q68220;Q68226;Q68229;Q68232;Q68235;Q68238;Q68241;Q68244,Q66566;Q68214;Q67106,Q65915,Q66011,No,No
Q66877,,,Q67885,Q66566,Q65915,Q66011,No,No
Q66880,,,,,,Q65921,No,No
Q66883,,,Q65519;Q76768,Q66850;Q77014,Q68356,Q68389,No,No
Q66886,,,Q67301;Q67304,Q66245,Q65924,,No,No
Q66889,,,Q67106;Q67109;Q67112;Q67115;Q67121;Q67124;Q67127;Q68247,Q66125;Q66497;Q67882;Q67705;Q68250,Q65930;Q66703,,No,No
Q66892,,,,,Q65930,,No,No
Q66893,,,,,Q66863,,No,No
Q66895,,,,Q94846,Q94479,Q65933;Q94235,No,No
Q66898,,,,,,Q65933,No,No
Q66901,,,Q65948,,Q68253,,No,No
Q66904,,,,,Q86888,,No,No
Q66910,,,,,Q86888,,No,No
Q66913,,,Q68259,,Q86888,Q86886,No,No
Q66916,,,Q65552,Q66946,Q68455,Q68488,No,No
Q66919,,,Q68311,,Q86888,Q86886,No,No
Q66922,,,,,Q86888,Q86886,No,No
Q66925,,,Q68314;Q68320;Q68323,,Q86888,Q86886,No,No
Q66926,,,Q66956;Q66983,,Q66863,,No,No
Q66928,,,,,Q86888,Q86886,No,No
Q66931,,,Q68326,,Q86888,Q86886,No,No
Q66934,,,,,Q86888,Q86886,No,No
Q66937,,,,,Q86888,Q86886,No,No
Q66940,,,,,Q86888;Q94415,Q94772,No,No
Q66943,,,,,Q86888;Q94415,Q94772,No,No
Q66946,,,Q65552,Q66916,Q68554,Q68521,No,No
Q66949,,,,,Q86888;Q94415,Q94772,No,No
Q66952,,,,,Q86888;Q94415,Q94772,No,No
Q66955,,,,,Q86888;Q94415,Q94772,No,No
Q66956,,,,,Q66926,,No,No
Q66958,,,,Q67720,Q86888;Q94415,Q94778,No,No
Q66961,,,,,Q86888;Q94415,Q94778,No,No
Q66964,,,,,Q86888;Q94415,Q94778,No,No
Q66967,,,,,Q86888;Q94415,Q94778,No,No
Q66970,,,,,Q65972;Q94243,,No,No
Q66973,,,Q68329,,Q65978;Q94245,,No,No
Q66976,,,Q65585,Q66991,,,No,No
Q66979,,,Q65984,,Q66005,,No,No
Q66982,,,Q68350,,Q65987,,No,No
Q66983,,,Q67013;Q67041,,Q66926,,No,No
Q66985,,,Q68353;Q68359;Q68362;Q68365;Q68368;Q68371;Q68374;Q68377;Q68380;Q68383,,Q65990,,No,No
Q66988,,,,Q66518;Q94850,Q65999,Q95195,No,No
Q66991,,,Q65585,Q66976,Q68587;Q99322,Q68620;Q99324,No,No
Q66994,,,,Q66518,Q65999,Q95195,No,No
Q66997,,,Q68386;Q68392;Q68395,,Q66014,,No,No
Q67000,,,Q68398,,Q66014,,No,No
Q67003,,,,,Q66014,,No,No
Q67006,,,Q68401,,Q66014,,No,No
Q67009,,,Q68404,,Q66017,,No,No
Q67012,,,Q66020,Q67015,Q68410,Q68407,No,No
Q67013,,,,,Q66983,,No,No
Q67015,,,Q66020,Q67012,,,No,No
Q67018,,,Q68413;Q68416,,Q66026,,No,No
Q67021,,,Q68418;Q68424;Q68427;Q68430;Q68433;Q68436;Q68440,,Q66038,,No,No
Q67024,,,Q65585,,Q68650,Q68680,No,No
Q67027,,,Q68443,,Q66041,,No,No
Q67029,,,Q68446,,Q66056,,No,No
Q67031,,,Q68449,,Q66059,,No,No
Q67034,,,Q68452,,Q66065,,No,No
Q67037,,,Q68458,,,Q66071,No,No
Q67040,,,Q68461,,Q66074,,No,No
Q67041,,,Q67071;Q67087,,Q66983,,No,No
Q67043,,,Q68464,,Q66074,,No,No
Q67046,,,Q68467,,Q66077,,No,No
Q67049,,,Q68470,,Q66080,,No,No
Q67052,,,Q68473,,Q66092,,No,No
Q67055,,,Q65648,Q67085,Q68713,Q68746,No,No
Q67058,,,Q68476,,Q66095,,No,No
Q67061,,,Q68479;Q68482;Q68485;Q68491;Q68494;Q68497;Q68500;Q68503,Q94369,Q66101,,No,No
Q67064,,,Q68505;Q68508;Q68512;Q68515;Q68518;Q68541;Q68544;Q68548;Q68551;Q68557;Q68560;Q68563;Q68566,,Q66101,,No,No
Q67067,,,Q68523,,Q66101,,No,No
Q67070,,,Q68526;Q68529;Q68532;Q68535;Q68538,Q95359,Q66101,,No,No
Q67071,,,,,Q67041,,No,No
Q67073,,,,,Q66101,,No,No
Q67076,,,Q68569;Q68572;Q68575;Q68578;Q68581;Q68584,,Q66101,,No,No
Q67079,,,Q68590,,Q66104,,No,No
Q67082,,,Q68593,,Q66107,,No,No
Q67085,,,Q65648,Q67055,Q68812,Q68779,No,No
Q67087,,,Q67111;Q67132,,Q67041,,No,No
Q67088,,,Q68596,Q96434,Q66113;Q95377,,No,No
Q67091,,,,,Q66116,Q95872,No,No
Q67094,,,Q68599,,Q66116,Q95872,No,No
Q67097,,,,,Q97616,Q66122,No,No
Q67100,,,,,Q66203,Q66122,No,No
Q67103,,,,,Q66203,Q66122,No,No
Q67106,,,Q68226;Q68229;Q68232;Q68235;Q68238;Q68241,Q66874,Q66889,Q66125,No,No
Q67109,,,Q68214,,Q66889,Q66125,No,No
Q67111,,,Q67165;Q67183,,Q67087,,No,No
Q67112,,,Q68602,Q66697,Q66889,Q66125,No,No
Q67115,,,,,Q66889,Q66125,No,No
Q67118,,,Q65681,Q67151,,,No,No
Q67121,,,,,Q66889,Q66125,No,No
Q67124,,,,,Q66889,Q66125,No,No
Q67127,,,,,Q66889,Q66125,No,No
Q67130,,,,,Q66137,Q97622,No,No
Q67132,,,,,Q67087,,No,No
Q67133,,,Q68605,,Q66140,,No,No
Q67136,,,Q68608;Q68611,,Q66146,,No,No
Q67139,,,Q68614,,Q66152,,No,No
Q67142,,,Q68617,,Q66155,,No,No
Q67145,,,,,Q66158,,No,No
Q67148,,,Q68617;Q68623,Q67364,Q66158,,No,No
Q67151,,,Q65681,Q67118,,,No,No
Q67154,,,,,Q66161,,No,No
Q67157,,,Q68626;Q68629;Q68632,,Q66167,,No,No
Q67160,,,Q68635,,Q66167,,No,No
Q67163,,,Q68638,,Q66167,,No,No
Q67165,,,Q67210,,Q67111,,No,No
Q67166,,,Q68641,,Q66167,,No,No
Q67169,,,Q68644;Q68647;Q68653;Q68656,,Q66167,,No,No
Q67172,,,Q68659,,Q66173,,No,No
Q67175,,,,,Q66176,,No,No
Q67178,,,Q68662;Q68665,,Q66176,Q98187,No,No
Q67181,,,Q68668;Q68671,,Q66176,Q98187,No,No
Q67183,,,Q67243;Q67276,,Q67111,,No,No
Q67184,,,Q65714,Q67217,Q66653,Q68845,No,No
Q67187,,,Q68674;Q68677,Q67241,Q66176,Q98189,No,No
Q67190,,,,,Q66176,Q98189,No,No
Q67193,,,,,Q66176,Q98189,No,No
Q67196,,,,,Q66176,Q98189,No,No
Q67199,,,Q68683;Q68686,Q98725,Q66176,Q98189,No,No
Q67201,,,,,Q80219,Q80222,No,No
Q67202,,,Q67334;Q67337;Q67340;Q67343,Q66281,Q66176,Q98189,No,No
Q67205,,,Q68689;Q68692;Q68695;Q68698,Q98726,Q66179,Q98191,No,No
Q67208,,,,,Q66179,Q98191,No,No
Q67210,,,,,Q67165,,No,No
Q67211,,,,,Q66179,Q98191,No,No
Q67214,,,,,Q66179,Q98191,No,No
Q67217,,,Q65714,Q67184,Q68878,Q68911,No,No
Q67220,,,,,Q66182,Q66673,No,No
Q67223,,,,,Q66182,Q66673,No,No
Q67226,,,,,Q66182,Q66673,No,No
Q67229,,,Q68701;Q68704;Q68707,Q98728,Q66185,,No,No
Q67232,,,Q68710,,Q66185,,No,No
Q67235,,,,,Q66185,,No,No
Q67238,,,,,Q66185,,No,No
Q67241,,,Q68079;Q68082;Q68085;Q68088;Q68094;Q68097;Q68674;Q68677;Q68716;Q68719;Q68722,Q66772;Q67187;Q67645;Q94034;Q94834,Q66185,,No,No
Q67243,,,Q67309;Q67342,,Q67183,,No,No
Q67244,,,,,Q66185,,No,No
Q67247,,,,,Q66188,,No,No
Q67250,,,Q65814,Q67283,Q68941,Q68974,No,No
Q67253,,,,,Q66188,,No,No
Q67256,,,,,Q66194,,No,No
Q67259,,,,,Q66200,,No,No
Q67262,,,Q68725,,Q66206,,No,No
Q67265,,,Q68728,,Q66206,,No,No
Q67268,,,Q68731,,Q66209,,No,No
Q67271,,,,,Q66215,,No,No
Q67274,,,Q68734,,Q66215,,No,No
Q67276,,,,,Q67183,,No,No
Q67277,,,,,Q66215,,No,No
Q67280,,,,,Q66215,,No,No
Q67283,,,Q65814,Q67250,,,No,No
Q67286,,,Q68737,,Q66215,,No,No
Q67289,,,Q67292,Q66224,Q68740,,No,No
Q67292,,,Q68139;Q68142;Q68752;Q68755;Q68758;Q68761;Q68764;Q68767;Q68770;Q68776;Q68782;Q68785;Q68788;Q68791,Q66844;Q67319;Q68773,Q66224,Q67289,No,No
Q67295,,,Q68794,,Q66230,,No,No
Q67298,,,Q68797,,Q66239,,No,No
Q67301,,,Q67795;Q67801;Q67804;Q67807;Q67810;Q67813;Q67816;Q67819;Q67822,Q66539,Q66245,Q66886,No,No
Q67304,,,,Q67872,Q66245,Q66886,No,No
Q67307,,,Q66497;Q67310;Q68800,Q66245,Q68803;Q67591,,No,No
Q67309,,,Q67375;Q67408,,Q67243,,No,No
Q67310,,,Q68133;Q68806;Q68809;Q68815;Q86860,Q66835;Q86874,Q66245,Q67307,No,No
Q67313,,,Q86858;Q68818;Q68821;Q68824,Q86872,Q66245,Q66566,No,No
Q67316,,,Q65846,Q67349,,,No,No
Q67319,,,Q68764;Q68767;Q68770;Q68827;Q68830;Q68833;Q68836;Q68839,Q67292;Q67334,Q66245,,No,No
Q67322,,,,,Q66263,,No,No
Q67325,,,Q68842,,Q66269,,No,No
Q67328,,,Q68848,,Q66272,,No,No
Q67331,,,Q67872;Q68851,,Q66278,,No,No
Q67334,,,Q66503;Q67666;Q94173;Q94175;Q68839;Q68854;Q68857;Q68860;Q68863;Q68866;Q68869;Q68872;Q68875,Q93974;Q66835;Q67319;Q94477;Q68674;Q67872;Q67468,Q66281,Q67202,No,No
Q67337,,,,Q68851,Q66281,Q67202,No,No
Q67340,,,,,Q66281,Q67202,No,No
Q67342,,,,,Q67243,,No,No
Q67343,,,,,Q66281,Q67202,No,No
Q67346,,,Q68881;Q68884,,Q66284,,No,No
Q67349,,,Q65846,Q67316,,,No,No
Q67352,,,,,Q66284,,No,No
Q67355,,,Q68887,,Q66284,,No,No
Q67358,,,Q68890,,Q66287,,No,No
Q67361,,,Q68893,,Q66287,,No,No
Q67364,,,Q68617;Q68623,Q67148,Q66290,,No,No
Q67367,,,Q68896,,Q66290,,No,No
Q67370,,,Q68899,,Q66296,,No,No
Q67373,,,Q68902,,Q66299,,No,No
Q67375,,,Q67442;Q67476,,Q67309,,No,No
Q67376,,,Q68905;Q68908;Q68914;Q68917;Q68920;Q68923;Q68926;Q68929;Q68932;Q68935;Q68938;Q68944;Q68947;Q68950;Q68953;Q68956;Q68959;Q68962;Q68965;Q68968;Q68971;Q68977;Q68980;Q68983;Q68986,,Q66302,,No,No
Q67379,,,,,Q66302,,No,No
Q67382,,,Q65879,Q67415,Q69038,Q69004,No,No
Q67385,,,,,Q66302,,No,No
Q67388,,,,,Q66302,,No,No
Q67391,,,,,Q66308,,No,No
Q67394,,,,,Q66311,,No,No
Q67397,,,Q68989,,Q66314,,No,No
Q67400,,,Q68992,,Q66314,,No,No
Q67403,,,Q68995,,Q66317,,No,No
Q67406,,,Q68998,,Q66323,,No,No
Q67408,,,,,Q67309,,No,No
Q67409,,,Q69001,,Q66332,,No,No
Q67412,,,Q69007,,Q66335,,No,No
Q67415,,,Q65879,Q67382,Q69101,Q69071,No,No
Q67418,,,Q69010,,Q66338,,No,No
Q67421,,,Q69013,,Q66341,,No,No
Q67424,,,Q69016,,Q66350,,No,No
Q67427,,,Q69019,,Q66351,,No,No
Q67430,,,Q69022,,Q66354,,No,No
