"Score","ID 1","Name 1","Birth date 1","Death date 1","Relatives 1","ID 2","Name 2","Birth date 2","Death date 2","Relatives 2"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4604","Hittite Ancestors Generation 26","","","Father: Hittite Ancestors Generation 27
Children: Hittite Ancestors Generation 25","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4608","Hittite Ancestors Generation 30","","","Father: Hittite Ancestors Generation 31
Children: Hittite Ancestors Generation 29"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4609","Hittite Ancestors Generation 31","","","Father: Hittite Ancestors Generation 32
Children: Hittite Ancestors Generation 30"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4611","Hittite Ancestors Generation 32","","","Father: Hittite Ancestors Generation 33
Children: Hittite Ancestors Generation 31"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4605","Hittite Ancestors Generation 27","","","Father: Hittite Ancestors Generation 28
Children: Hittite Ancestors Generation 26","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4609","Hittite Ancestors Generation 31","","","Father: Hittite Ancestors Generation 32
Children: Hittite Ancestors Generation 30"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4611","Hittite Ancestors Generation 32","","","Father: Hittite Ancestors Generation 33
Children: Hittite Ancestors Generation 31"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4612","Hittite Ancestors Generation 33","","","Father: Hittite Ancestors Generation 34
Children: Hittite Ancestors Generation 32"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4614","Hittite Ancestors Generation 34","","","Father: Hittite Ancestors Generation 35
Children: Hittite Ancestors Generation 33"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4615","Hittite Ancestors Generation 35","","","Father: Hittite Ancestors Generation 36
Children: Hittite Ancestors Generation 34"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4616","Hittite Ancestors Generation 36","","","Father: Hittite Ancestors Generation 37
Children: Hittite Ancestors Generation 35"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4617","Hittite Ancestors Generation 37","","","Father: Hittite Ancestors Generation 38
Children: Hittite Ancestors Generation 36"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4618","Hittite Ancestors Generation 38","","","Father: Hittite Ancestors Generation 39
Children: Hittite Ancestors Generation 37"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4619","Hittite Ancestors Generation 39","","","Father: Hittite Ancestors Generation 40
Children: Hittite Ancestors Generation 38"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4620","Hittite Ancestors Generation 40","","","Father: Hittite Ancestors Generation 41
Children: Hittite Ancestors Generation 39"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4621","Hittite Ancestors Generation 41","","","Father: Hittite Ancestors Generation 42
Children: Hittite Ancestors Generation 40"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4623","Hittite Ancestors Generation 42","","","Father: Hittite Ancestors Generation 43
Children: Hittite Ancestors Generation 41"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4625","Hittite Ancestors Generation 43","","","Father: Hittite Ancestors Generation 44
Children: Hittite Ancestors Generation 42"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4626","Hittite Ancestors Generation 44","","","Father: Hittite Ancestors Generation 45
Children: Hittite Ancestors Generation 43"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4627","Hittite Ancestors Generation 45","","","Father: Hittite Ancestors Generation 46
Children: Hittite Ancestors Generation 44"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4628","Hittite Ancestors Generation 46","","","Father: Hittite Ancestors Generation 47
Children: Hittite Ancestors Generation 45"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4631","Greek parallel Hittite Ancestors Generation 49","","","Father: Helleno-Armenian Parallel Hittite Ancestors Generation 50
Children: Horus parallel among Hittite Ancestors Generation 48"
"45%","4606","Hittite Ancestors Generation 28","","","Father: Hittite Ancestors Generation 29
Children: Hittite Ancestors Generation 27","4632","Helleno-Armenian Parallel Hittite Ancestors Generation 50","","","Father: South Indo Europoean Parallel Hittite Ancestors Generation 51
Children: Greek parallel Hittite Ancestors Generation 49"
